Time,City,Temperature (°C),Humidity (%),Pressure (hPa),Wind Speed (m/s),Clouds (%)
2024-12-16 04:25:21,Rome,7,21,94,00,1030,00,4,12,100,00
2024-12-16 04:25:21,Paris,9,84,94,00,1036,00,3,09,100,00
2024-12-16 04:25:21,Madrid,2,25,85,00,1039,00,2,57,0,00
2024-12-16 04:25:21,Istanbul,5,68,71,00,1027,00,7,20,75,00
2024-12-16 04:25:21,Sydney,29,97,63,00,1012,00,8,23,20,00
2024-12-16 04:25:21,Tokyo,11,13,39,00,1014,00,3,09,20,00
2024-12-16 04:25:21,New York,4,10,69,00,1037,00,4,12,100,00
2024-12-16 04:25:21,Los Angeles,12,37,74,00,1021,00,3,60,0,00
2024-12-16 04:25:21,Beijing,5,94,22,00,1026,00,2,48,43,00
2024-12-16 04:25:21,Rio de Janeiro,26,67,66,00,1007,00,2,06,20,00
2024-12-16 04:25:22,Cape Town,13,33,70,00,1016,00,1,54,75,00
2024-12-16 04:25:22,Mumbai,23,99,41,00,1015,00,1,54,13,00
2024-12-16 04:25:22,Berlin,10,44,91,00,1019,00,12,07,100,00
2024-12-16 04:25:22,Seoul,1,80,38,00,1023,00,1,52,21,00
2024-12-16 04:25:22,Singapore,30,32,69,00,1011,00,4,12,75,00
2024-12-16 04:25:53,Rome,7,21,94,00,1030,00,4,12,100,00
2024-12-16 04:25:53,Paris,9,84,94,00,1036,00,3,09,100,00
2024-12-16 04:25:53,Madrid,2,25,85,00,1039,00,2,57,0,00
2024-12-16 04:25:54,Istanbul,5,68,71,00,1027,00,7,20,75,00
2024-12-16 04:25:54,Sydney,29,97,63,00,1012,00,8,23,20,00
2024-12-16 04:25:54,Tokyo,11,13,39,00,1014,00,3,09,20,00
2024-12-16 04:25:54,New York,4,10,69,00,1037,00,4,12,100,00
2024-12-16 04:25:54,Los Angeles,12,37,74,00,1021,00,3,60,0,00
2024-12-16 04:25:54,Beijing,5,94,22,00,1026,00,2,48,43,00
2024-12-16 04:25:54,Rio de Janeiro,26,67,66,00,1007,00,2,06,20,00
2024-12-16 04:25:54,Cape Town,13,33,70,00,1016,00,1,54,75,00
2024-12-16 04:25:54,Mumbai,23,99,41,00,1015,00,1,54,13,00
2024-12-16 04:25:54,Berlin,10,44,91,00,1019,00,12,07,100,00
2024-12-16 04:25:54,Seoul,1,80,38,00,1023,00,1,52,21,00
2024-12-16 04:25:54,Singapore,30,32,69,00,1011,00,4,12,75,00
2024-12-16 04:25:54,Rome,7,21,94,00,1030,00,4,12,100,00
2024-12-16 04:25:54,Paris,9,84,94,00,1036,00,3,09,100,00
2024-12-16 04:25:55,Madrid,2,25,85,00,1039,00,2,57,0,00
2024-12-16 04:25:55,Istanbul,5,68,71,00,1027,00,7,20,75,00
2024-12-16 04:25:55,Sydney,29,97,63,00,1012,00,8,23,20,00
2024-12-16 04:25:55,Tokyo,11,13,39,00,1014,00,3,09,20,00
2024-12-16 04:25:55,New York,4,10,69,00,1037,00,4,12,100,00
2024-12-16 04:25:55,Los Angeles,12,37,74,00,1021,00,3,60,0,00
2024-12-16 04:25:55,Beijing,5,94,22,00,1026,00,2,48,43,00
2024-12-16 04:25:55,Rio de Janeiro,26,67,66,00,1007,00,2,06,20,00
2024-12-16 04:25:55,Cape Town,13,33,70,00,1016,00,1,54,75,00
2024-12-16 04:25:56,Mumbai,23,99,41,00,1015,00,1,54,13,00
2024-12-16 04:25:56,Berlin,10,44,91,00,1019,00,12,07,100,00
2024-12-16 04:25:56,Seoul,1,80,38,00,1023,00,1,52,21,00
2024-12-16 04:25:56,Singapore,30,32,69,00,1011,00,4,12,75,00
2024-12-16 04:25:56,Rome,7,21,94,00,1030,00,4,12,100,00
2024-12-16 04:25:56,Paris,9,84,94,00,1036,00,3,09,100,00
2024-12-16 04:25:56,Madrid,2,25,85,00,1039,00,2,57,0,00
2024-12-16 04:25:56,Istanbul,5,68,71,00,1027,00,7,20,75,00
2024-12-16 04:25:56,Sydney,29,97,63,00,1012,00,8,23,20,00
2024-12-16 04:25:56,Tokyo,11,13,39,00,1014,00,3,09,20,00
2024-12-16 04:25:56,New York,4,10,69,00,1037,00,4,12,100,00
2024-12-16 04:25:56,Los Angeles,12,37,74,00,1021,00,3,60,0,00
2024-12-16 04:25:56,Beijing,5,94,22,00,1026,00,2,48,43,00
2024-12-16 04:25:57,Rio de Janeiro,26,67,66,00,1007,00,2,06,20,00
2024-12-16 04:25:57,Cape Town,13,33,70,00,1016,00,1,54,75,00
2024-12-16 04:25:57,Mumbai,23,99,41,00,1015,00,1,54,13,00
2024-12-16 04:25:57,Berlin,10,44,91,00,1019,00,12,07,100,00
2024-12-16 04:25:57,Seoul,1,80,38,00,1023,00,1,52,21,00
2024-12-16 04:25:57,Singapore,30,32,69,00,1011,00,4,12,75,00
2024-12-16 04:25:57,Rome,7,21,94,00,1030,00,4,12,100,00
2024-12-16 04:25:57,Paris,9,84,94,00,1036,00,3,09,100,00
2024-12-16 04:25:57,Madrid,2,25,85,00,1039,00,2,57,0,00
2024-12-16 04:25:57,Istanbul,5,68,71,00,1027,00,7,20,75,00
2024-12-16 04:25:57,Sydney,29,97,63,00,1012,00,8,23,20,00
2024-12-16 04:25:57,Tokyo,11,13,39,00,1014,00,3,09,20,00
2024-12-16 04:25:57,New York,4,10,69,00,1037,00,4,12,100,00
2024-12-16 04:25:57,Los Angeles,12,37,74,00,1021,00,3,60,0,00
2024-12-16 04:25:58,Beijing,5,94,22,00,1026,00,2,48,43,00
2024-12-16 04:25:58,Rio de Janeiro,26,67,66,00,1007,00,2,06,20,00
2024-12-16 04:25:58,Cape Town,13,33,70,00,1016,00,1,54,75,00
2024-12-16 04:25:58,Mumbai,23,99,41,00,1015,00,1,54,13,00
2024-12-16 04:25:58,Berlin,10,44,91,00,1019,00,12,07,100,00
2024-12-16 04:25:58,Seoul,1,80,38,00,1023,00,1,52,21,00
2024-12-16 04:25:58,Singapore,30,32,69,00,1011,00,4,12,75,00
2024-12-16 04:25:58,Rome,7,21,94,00,1030,00,4,12,100,00
2024-12-16 04:25:58,Paris,9,84,94,00,1036,00,3,09,100,00
2024-12-16 04:25:58,Madrid,2,25,85,00,1039,00,2,57,0,00
2024-12-16 04:25:59,Istanbul,5,68,71,00,1027,00,7,20,75,00
2024-12-16 04:25:59,Sydney,29,97,63,00,1012,00,8,23,20,00
2024-12-16 04:25:59,Tokyo,11,13,39,00,1014,00,3,09,20,00
2024-12-16 04:25:59,New York,4,10,69,00,1037,00,4,12,100,00
2024-12-16 04:26:00,Los Angeles,12,37,74,00,1021,00,3,60,0,00
2024-12-16 04:26:00,Beijing,5,94,22,00,1026,00,2,48,43,00
2024-12-16 04:26:00,Rio de Janeiro,26,67,66,00,1007,00,2,06,20,00
2024-12-16 04:26:00,Cape Town,13,33,70,00,1016,00,1,54,75,00
2024-12-16 04:26:00,Mumbai,23,99,41,00,1015,00,1,54,13,00
2024-12-16 04:26:00,Berlin,10,44,91,00,1019,00,12,07,100,00
2024-12-16 04:26:00,Seoul,1,80,38,00,1023,00,1,52,21,00
2024-12-16 04:26:00,Singapore,30,32,69,00,1011,00,4,12,75,00
2024-12-16 04:26:00,Rome,7,21,94,00,1030,00,4,12,100,00
2024-12-16 04:26:01,Paris,9,84,94,00,1036,00,3,09,100,00
2024-12-16 04:26:01,Madrid,2,25,85,00,1039,00,2,57,0,00
2024-12-16 04:26:01,Istanbul,5,68,71,00,1027,00,7,20,75,00
2024-12-16 04:26:01,Sydney,29,97,63,00,1012,00,8,23,20,00
2024-12-16 04:26:01,Tokyo,11,13,39,00,1014,00,3,09,20,00
2024-12-16 04:26:01,New York,4,10,69,00,1037,00,4,12,100,00
2024-12-16 04:26:01,Los Angeles,12,37,74,00,1021,00,3,60,0,00
2024-12-16 04:26:01,Beijing,5,94,22,00,1026,00,2,48,43,00
2024-12-16 04:26:01,Rio de Janeiro,26,67,66,00,1007,00,2,06,20,00
2024-12-16 04:26:01,Cape Town,13,33,70,00,1016,00,1,54,75,00
2024-12-16 04:26:01,Mumbai,23,99,41,00,1015,00,1,54,13,00
2024-12-16 04:26:01,Berlin,10,44,91,00,1019,00,12,07,100,00
2024-12-16 04:26:02,Seoul,1,80,38,00,1023,00,1,52,21,00
2024-12-16 04:26:02,Singapore,30,32,69,00,1011,00,4,12,75,00
2024-12-16 04:26:02,Rome,7,21,94,00,1030,00,4,12,100,00
2024-12-16 04:26:02,Paris,9,84,94,00,1036,00,3,09,100,00
2024-12-16 04:26:02,Madrid,2,25,85,00,1039,00,2,57,0,00
2024-12-16 04:26:02,Istanbul,5,68,71,00,1027,00,7,20,75,00
2024-12-16 04:26:02,Sydney,29,97,63,00,1012,00,8,23,20,00
2024-12-16 04:26:02,Tokyo,11,13,39,00,1014,00,3,09,20,00
2024-12-16 04:26:02,New York,4,10,69,00,1037,00,4,12,100,00
2024-12-16 04:26:02,Los Angeles,12,37,74,00,1021,00,3,60,0,00
2024-12-16 04:26:02,Beijing,5,94,22,00,1026,00,2,48,43,00
2024-12-16 04:26:02,Rio de Janeiro,26,67,66,00,1007,00,2,06,20,00
2024-12-16 04:26:02,Cape Town,13,33,70,00,1016,00,1,54,75,00
2024-12-16 04:26:02,Mumbai,23,99,41,00,1015,00,1,54,13,00
2024-12-16 04:26:03,Berlin,10,44,91,00,1019,00,12,07,100,00
2024-12-16 04:26:03,Seoul,1,80,38,00,1023,00,1,52,21,00
2024-12-16 04:26:03,Singapore,30,32,69,00,1011,00,4,12,75,00
2024-12-16 04:26:03,Rome,7,21,94,00,1030,00,4,12,100,00
2024-12-16 04:26:03,Paris,9,84,94,00,1036,00,3,09,100,00
2024-12-16 04:26:03,Madrid,2,25,85,00,1039,00,2,57,0,00
2024-12-16 04:26:03,Istanbul,5,68,71,00,1027,00,7,20,75,00
2024-12-16 04:26:03,Sydney,29,97,63,00,1012,00,8,23,20,00
2024-12-16 04:26:03,Tokyo,11,13,39,00,1014,00,3,09,20,00
2024-12-16 04:26:03,New York,4,10,69,00,1037,00,4,12,100,00
2024-12-16 04:26:03,Los Angeles,12,37,74,00,1021,00,3,60,0,00
2024-12-16 04:26:04,Beijing,5,94,22,00,1026,00,2,48,43,00
2024-12-16 04:26:04,Rio de Janeiro,26,67,66,00,1007,00,2,06,20,00
2024-12-16 04:26:04,Cape Town,13,33,70,00,1016,00,1,54,75,00
2024-12-16 04:26:04,Mumbai,23,99,41,00,1015,00,1,54,13,00
2024-12-16 04:26:04,Berlin,10,44,91,00,1019,00,12,07,100,00
2024-12-16 04:26:04,Seoul,1,80,38,00,1023,00,1,52,21,00
2024-12-16 04:26:04,Singapore,30,32,69,00,1011,00,4,12,75,00
2024-12-16 04:26:04,Rome,7,21,94,00,1030,00,4,12,100,00
2024-12-16 04:26:04,Paris,9,84,94,00,1036,00,3,09,100,00
2024-12-16 04:26:04,Madrid,2,25,85,00,1039,00,2,57,0,00
2024-12-16 04:26:04,Istanbul,5,68,71,00,1027,00,7,20,75,00
2024-12-16 04:26:04,Sydney,29,97,63,00,1012,00,8,23,20,00
2024-12-16 04:26:04,Tokyo,11,13,39,00,1014,00,3,09,20,00
2024-12-16 04:26:04,New York,4,10,69,00,1037,00,4,12,100,00
2024-12-16 04:26:05,Los Angeles,12,37,74,00,1021,00,3,60,0,00
2024-12-16 04:26:05,Beijing,5,94,22,00,1026,00,2,48,43,00
2024-12-16 04:26:05,Rio de Janeiro,26,67,66,00,1007,00,2,06,20,00
